Generation 0 average fitness: 41.58701878059255
Generation 1 average fitness: 43.06256095814928
Warning: generation 2 has lower average fitness
Generation 2 average fitness: 42.952513760580835
Generation 3 average fitness: 43.09923365675893
Generation 4 average fitness: 43.547579588956
Generation 5 average fitness: 44.03943627412925
Warning: generation 6 has lower average fitness
Generation 6 average fitness: 43.91949945963551
Generation 7 average fitness: 44.379390764932516
Warning: generation 8 has lower average fitness
Generation 8 average fitness: 43.69155292192234
Generation 9 average fitness: 43.83677900233817
Generation 10 average fitness: 43.914743087093655
Generation 11 average fitness: 44.86078395575945
Warning: generation 12 has lower average fitness
Generation 12 average fitness: 43.18424162517948
Generation 13 average fitness: 45.34969278143724
Generation 14 average fitness: 45.40958279937785
Generation 15 average fitness: 46.311497599290504
Warning: generation 16 has lower average fitness
Generation 16 average fitness: 44.27670892408859
Generation 17 average fitness: 45.19989967260312
Warning: generation 18 has lower average fitness
Generation 18 average fitness: 44.73757260902792
Warning: generation 19 has lower average fitness
Generation 19 average fitness: 44.27059120604778
Warning: generation 20 has lower average fitness
Generation 20 average fitness: 44.24175609556526
Generation 21 average fitness: 45.943272680452544
Warning: generation 22 has lower average fitness
Generation 22 average fitness: 45.24816232926096
Generation 23 average fitness: 45.24899139685275
Generation 24 average fitness: 46.647159156973046
Time, Stove, Ready, Assistant, Remarks
-4.912347984009671,2.9226986048463024,0.13838515777638705,-4.164675949630302,3.005015977687794,55.02949852507375
-4.912347984009671,3.0701392245863595,-0.13196388396687908,-3.3827522333700744,3.005015977687794,54.852507374631266
-1.6481797150795598,1.1690733082024032,0.9213199147864595,-4.753598088924138,0.40395264361976757,54.850329781836635
-0.873617590925539,-1.600685405591106,-1.6403194508014165,-4.7815226458215845,-0.852267808891475,54.81146304675716
-4.821617140530806,-0.9847050383103761,0.6115396815496323,-3.7640834111217747,-3.221418060202602,54.81988838153222
1.8620162335541917,2.486794430393891,-0.034790966232513654,-4.8952142543009725,-2.6496687347111503,54.70123456790124
1.9736482996444007,4.000845698517448,0.13838515777638705,-3.311764569688458,0.40395264361976757,54.65679012345679
3.695015280113868,3.27899622368723,-1.2222623949847655,-4.7815226458215845,-3.9715358757532346,54.64738711314053
3.695015280113868,-0.9847050383103761,-1.54404541615245,-4.670987009296108,0.40395264361976757,54.62626262626262
-4.995824946014931,1.9580077138242435,0.13838515777638705,-3.7640834111217747,-4.031926425012928,54.631268436578175
3.695015280113868,-0.9847050383103761,-1.54404541615245,-4.670987009296108,3.487495025728091,54.62626262626262
-4.995824946014931,2.9226986048463024,0.13838515777638705,-4.164675949630302,3.005015977687794,54.631268436578175
-4.112787828878041,1.4654048695192756,1.6743658680036875,-4.7815226458215845,-2.6496687347111503,54.55297157622739
-2.7250512870255026,2.486794430393891,-1.54404541615245,-4.7815226458215845,-1.809117110107783,54.4593253968254
1.470896157115674,1.1690733082024032,-3.471116370610885,-4.7815226458215845,-0.2182414459957407,54.40476190476191
-1.7393289232138454,1.1736282040040624,0.13838515777638705,-1.575542195613231,1.6945734253457498,54.41002949852507
-4.995824946014931,4.462870461773742,-1.2222623949847655,-4.7815226458215845,-3.3157432051636726,54.38518518518519
-0.873617590925539,-2.472863092020595,0.6115396815496323,-3.522877679818961,4.309744566729691,54.39370877727042
1.9736482996444007,0.9932612298054986,0.13838515777638705,-3.4386918059465255,-1.5099189622197429,54.39012345679012
-4.995824946014931,-0.48917276881001825,-0.48876427279423496,-3.4386918059465255,-3.3157432051636726,54.39919557566617
-4.784244299197127,3.5350996095281353,-0.49576598868203625,-3.4386918059465255,-1.5099189622197429,54.36578171091446
3.6852706734168255,1.8397467659681475,-1.3100139241962938,-4.542497397318939,4.750945286878478,54.36763952892984
-4.767154326910454,1.594483728297634,0.8638317873502102,-3.3827522333700744,3.575173153219664,54.331797235023046
4.455435238558506,1.9435982026804464,-0.48876427279423496,-4.8952142543009725,-0.2182414459957407,54.32155657962109
-2.3161356860603655,-2.472863092020595,0.6115396815496323,-4.7815226458215845,-2.716226156426477,54.31051587301587
-3.3148358246214804,2.312509282566923,1.1916093208287935,-3.9213280061391407,1.18126362429531,54.27390180878553
1.023491755424124,-1.600685405591106,-1.6403194508014165,-3.311764569688458,-0.852267808891475,54.26253687315634
-1.6481797150795598,1.1690733082024032,0.13838515777638705,-4.753598088924138,-0.2182414459957407,54.25185185185185
2.1207473149511147,1.1690733082024032,-2.9532041783900964,-4.419278482934482,-3.1945510621078066,54.226190476190474
-0.873617590925539,-2.472863092020595,0.6115396815496323,-3.7640834111217747,-3.9715358757532346,54.21820010055304
-3.3148358246214804,2.312509282566923,-1.54404541615245,-3.9213280061391407,1.18126362429531,54.092261904761905
-3.3148358246214804,2.312509282566923,-1.54404541615245,-3.9213280061391407,2.024002969375955,54.092261904761905
-2.91199640455168,-3.973974631154941,0.13838515777638705,-4.542497397318939,-1.0471518993941853,54.09753645047763
-3.9811866239752547,2.9226986048463024,-1.9096541920700538,-3.700719830781437,3.5795178108014998,54.092261904761905
-0.873617590925539,0.9932612298054986,-2.147337559560728,-4.896561608635707,1.451410563867988,54.06576980568012
-0.7446739920799894,1.1690733082024032,-2.3119654214707372,-4.753598088924138,-2.3293853694298106,54.06576980568012
-4.784244299197127,-0.9847050383103761,-0.49576598868203625,-3.1136326502312537,-4.031926425012928,54.042658730158735
1.470896157115674,1.1690733082024032,-2.9532041783900964,-4.419278482934482,-3.1945510621078066,54.02092675635276
1.9736482996444007,1.1690733082024032,-2.9532041783900964,-4.670987009296108,2.62339214793172,54.02092675635276
1.023491755424124,0.819167106225458,-2.378985971100185,-3.700719830781437,-4.065015596817578,54.02092675635276
1.9736482996444007,-2.4216537788766046,-2.152422628208325,-4.8952142543009725,-2.716226156426477,53.988095238095234
-1.6481797150795598,1.1690733082024032,-1.6403194508014165,-4.753598088924138,0.40395264361976757,53.98550724637682
3.3191231810181794,1.9580077138242435,-3.639095210611779,-4.8952142543009725,-3.1945510621078066,53.988095238095234
-1.6481797150795598,1.1690733082024032,-1.6403194508014165,-4.753598088924138,0.40395264361976757,53.98550724637682
3.3191231810181794,1.9580077138242435,-3.639095210611779,-4.8952142543009725,-3.1945510621078066,53.988095238095234
2.8200670577752343,1.1690733082024032,-2.9532041783900964,-3.9213280061391407,1.6945734253457498,53.988095238095234
3.3191231810181794,1.4673751166830087,-3.471116370610885,-4.896561608635707,-3.1945510621078066,53.988095238095234
1.2951696073450805,0.9932612298054986,-2.147337559560728,-4.896561608635707,1.451410563867988,53.91369047619048
-4.3756415450924715,4.3520594529713605,0.852965511578077,-3.9213280061391407,1.3982453788594462,53.91369047619048
1.4201694533907627,0.9015056200333849,-1.6403194508014165,-3.311764569688458,-3.9955264551875436,53.91369047619048
3.6852706734168255,1.4654048695192756,-0.13196388396687908,-4.542497397318939,3.259261310360687,53.86072708653353
3.6852706734168255,1.4654048695192756,-0.13196388396687908,-4.542497397318939,0.584657853079583,53.86072708653353
3.6852706734168255,1.4654048695192756,-0.13196388396687908,-4.542497397318939,0.584657853079583,53.86072708653353
3.6852706734168255,1.4654048695192756,-0.13196388396687908,-4.542497397318939,-2.716226156426477,53.86072708653353
3.6852706734168255,1.4654048695192756,-0.13196388396687908,-4.542497397318939,0.584657853079583,53.86072708653353
-4.784244299197127,1.9435982026804464,-0.48876427279423496,-3.4386918059465255,-1.5099189622197429,53.7905604719764
-4.784244299197127,1.9435982026804464,-0.48876427279423496,-3.4386918059465255,-3.761338494370723,53.7905604719764
1.5523216277485128,-1.8439102686496445,-1.4933199264744523,-4.670987009296108,-0.33421753345046845,53.75917767988252
1.8516945364381856,0.9341750096106907,-1.2222623949847655,-2.0042558717984917,-1.8987748192742124,53.76488095238094
3.6852706734168255,-1.8439102686496445,-1.4933199264744523,-4.670987009296108,-0.33421753345046845,53.762626262626256
-2.717943427297315,-2.472863092020595,0.13838515777638705,-3.1440764690249345,2.365318985103844,53.6902966314731
-1.6481797150795598,0.9932612298054986,0.13838515777638705,-3.311764569688458,-0.2182414459957407,53.64170337738619
-2.717943427297315,4.791921090191341,-0.48876427279423496,-2.8048058278591723,-1.3655590508175086,53.645833333333336
2.8200670577752343,3.0701392245863595,-0.13196388396687908,-3.3827522333700744,3.005015977687794,53.63031233998975
-2.7250512870255026,-1.5858077045226757,0.6115396815496323,-3.1047518009400665,2.62339214793172,53.62007168458781
3.695015280113868,-2.472863092020595,-2.6526921091248203,-4.8952142543009725,-2.716226156426477,53.60983102918586
4.737472149787987,2.312509282566923,-1.54404541615245,-3.9213280061391407,-1.7027423154643975,53.59327217125382
1.023491755424124,-0.9503315768147083,-2.378985971100185,-3.700719830781437,-4.065015596817578,53.55457227138643
-4.040849782791851,1.4654048695192756,0.6115396815496323,-2.0042558717984917,3.259261310360687,53.56164383561644
3.695015280113868,1.1690733082024032,-1.6403194508014165,-3.311764569688458,-0.33421753345046845,53.5474006116208
-4.995824946014931,1.9617952677901105,0.852965511578077,-3.522877679818961,3.9646730349624395,53.53761833582461
3.695015280113868,1.4654048695192756,-2.152422628208325,-4.7815226458215845,-2.716226156426477,53.481481481481474
3.3191231810181794,1.1690733082024032,-2.9532041783900964,-4.8952142543009725,-3.1945510621078066,53.481481481481474
3.695015280113868,1.4654048695192756,-2.152422628208325,-4.7815226458215845,-3.3157432051636726,53.481481481481474
3.0245199870009802,0.9932612298054986,-2.3119654214707372,-4.164675949630302,-0.33421753345046845,53.481481481481474
3.695015280113868,1.4654048695192756,-2.152422628208325,-4.7815226458215845,-1.1809115283872251,53.481481481481474
3.695015280113868,-0.3831961805750197,-2.9532041783900964,-4.670987009296108,3.9646730349624395,53.481481481481474
3.695015280113868,1.4654048695192756,-2.152422628208325,-4.670987009296108,-2.716226156426477,53.481481481481474
-2.7250512870255026,1.1690733082024032,-1.54404541615245,-4.7815226458215845,-1.809117110107783,53.475281448849735
3.695015280113868,1.4654048695192756,-2.152422628208325,-4.7815226458215845,-1.1809115283872251,53.481481481481474
3.695015280113868,2.312509282566923,-1.54404541615245,-3.9213280061391407,2.024002969375955,53.46017250126839
4.859075127758594,4.023822075190283,-1.54404541615245,-3.522877679818961,-2.716226156426477,53.46017250126839
1.5523216277485128,3.0701392245863595,-3.8118666162191808,-3.1047518009400665,-2.716226156426477,53.43152454780361
-3.1012736713865943,-2.8292251276334923,-0.13196388396687908,-3.3827522333700744,3.005015977687794,53.41765873015872
-2.7216755497009237,1.4673751166830087,0.7798094069302977,-3.1047518009400665,1.1852617417829814,53.38789682539683
-2.91199640455168,1.4654048695192756,0.9213199147864595,-4.542497397318939,3.259261310360687,53.34325396825397
-2.91199640455168,1.4654048695192756,0.9213199147864595,-4.542497397318939,3.259261310360687,53.34325396825397
-2.91199640455168,1.4654048695192756,0.9213199147864595,-4.542497397318939,3.259261310360687,53.34325396825397
-2.91199640455168,1.4654048695192756,0.9213199147864595,-4.542497397318939,-2.136496656146347,53.34325396825397
-2.91199640455168,1.4654048695192756,0.9213199147864595,-4.542497397318939,3.259261310360687,53.34325396825397
-2.7250512870255026,3.984531935616097,1.2267776212353017,-4.7815226458215845,-0.05175313168574469,53.348281016442456
-2.7250512870255026,3.984531935616097,1.2267776212353017,-4.7815226458215845,2.024002969375955,53.348281016442456
-2.91199640455168,1.4654048695192756,0.9213199147864595,-3.1440764690249345,2.4298790247164668,53.34325396825397
-2.7250512870255026,3.984531935616097,1.2267776212353017,-4.7815226458215845,1.5487032039443038,53.348281016442456
-2.0303071207735055,-2.8292251276334923,0.13838515777638705,-2.6545156989049437,-1.0471518993941853,53.32830568124686
-4.112787828878041,1.9419144342817987,-2.152422628208325,-4.7815226458215845,-2.716226156426477,53.28869047619048
-3.9811866239752547,2.78012169509812,-2.152422628208325,-3.2767484703466367,0.402939078365244,53.28869047619048
-2.717943427297315,1.1690733082024032,-1.7157823134001249,-3.1047518009400665,-3.1945510621078066,53.28869047619048
-4.839637617238374,2.9226986048463024,-2.9822323770625148,-4.7815226458215845,-3.3157432051636726,53.28869047619048
-3.1012736713865943,1.1690733082024032,-1.7157823134001249,-3.1047518009400665,-2.716226156426477,53.28869047619048
-4.839637617238374,2.486794430393891,-0.034790966232513654,-2.1954352413280698,-2.3293853694298106,53.289280469897214
-4.040849782791851,-2.4216537788766046,0.6115396815496323,-2.412850969370255,2.62339214793172,53.2673769660071
1.5523216277485128,2.287343396556305,-1.4933199264744523,-4.670987009296108,-3.2404555567918036,53.24404761904762
-1.2731915569317263,-0.40452816677579584,-2.147337559560728,-3.2767484703466367,0.402939078365244,53.248629795715
1.9736482996444007,4.462870461773742,-1.2222623949847655,-4.7815226458215845,-3.3157432051636726,53.24404761904762
-1.2731915569317263,-0.40452816677579584,-2.147337559560728,-3.5097959709911155,-1.3655590508175086,53.248629795715
1.9736482996444007,3.0701392245863595,-1.2222623949847655,-4.7815226458215845,-3.6199644924929144,53.24404761904762
3.6852706734168255,4.000845698517448,-1.4933199264744523,-4.670987009296108,0.584657853079583,53.24900793650793
1.023491755424124,2.312509282566923,-1.54404541615245,-3.9213280061391407,-4.065015596817578,53.24404761904762
3.3671023425673017,4.000845698517448,-1.4933199264744523,-4.670987009296108,-2.447053077514391,53.24900793650793
3.11219266299517,3.984531935616097,-1.2222623949847655,-4.7815226458215845,4.441141971660251,53.24404761904762
-0.873617590925539,4.462870461773742,0.6115396815496323,-4.8952142543009725,-2.716226156426477,53.24404761904762
1.5523216277485128,3.984531935616097,-1.4933199264744523,-4.164675949630302,-3.9715358757532346,53.199404761904766
1.023491755424124,3.0701392245863595,-2.152422628208325,-4.896561608635707,-2.716226156426477,53.199404761904766
-2.7250512870255026,1.266941209264651,0.7798094069302977,-2.327549784892,-3.3157432051636726,53.17887394120579
-2.087683173975906,-1.8439102686496445,1.1916093208287935,-4.7815226458215845,3.575173153219664,53.17747611865259
3.695015280113868,-2.472863092020595,0.13838515777638705,-4.7815226458215845,2.62339214793172,53.18024691358024
3.0245199870009802,3.4080492701444225,-1.6403194508014165,-3.311764569688458,-0.852267808891475,53.159722222222214
-2.7216755497009237,3.0701392245863595,-3.8118666162191808,-3.1047518009400665,-3.6199644924929144,53.164362519201234
-2.7216755497009237,3.1439082921256567,-3.8118666162191808,-3.1047518009400665,-4.623711802895823,53.164362519201234
-3.1012736713865943,3.1439082921256567,-3.8118666162191808,-3.1047518009400665,-4.623711802895823,53.164362519201234
-2.7250512870255026,3.1439082921256567,-3.8118666162191808,-3.1047518009400665,-4.623711802895823,53.164362519201234
-3.1012736713865943,3.4080492701444225,-3.8954751755983805,-2.066842874853413,-1.3655590508175086,53.164362519201234
3.0245199870009802,3.27899622368723,-1.6403194508014165,-3.311764569688458,-0.852267808891475,53.159722222222214
-3.1012736713865943,2.9226986048463024,-3.8118666162191808,-3.3827522333700744,1.6945734253457498,53.164362519201234
-1.8773596829942574,4.9904716801245605,-4.03253808892592,-2.746684109640322,-1.4326261134702198,53.164362519201234
-2.717943427297315,1.9617952677901105,-4.030213809736098,-2.679854589084849,-2.716226156426477,53.164362519201234
-3.9811866239752547,2.78012169509812,-3.8118666162191808,-2.746684109640322,-1.4326261134702198,53.164362519201234
-4.761080903056685,3.27899622368723,-4.030213809736098,-3.1047518009400665,-4.937752510722237,53.164362519201234
-2.717943427297315,4.000845698517448,-4.030213809736098,-1.575542195613231,1.6945734253457498,53.164362519201234
-3.1012736713865943,3.4080492701444225,-3.5110509291441194,-2.066842874853413,-0.33421753345046845,53.164362519201234
-2.3602097628148933,4.791921090191341,-3.8954751755983805,-2.327549784892,-3.3157882538103056,53.164362519201234
-2.7216755497009237,3.0701392245863595,-4.292440759363102,-3.1047518009400665,4.309744566729691,53.164362519201234
-2.7250512870255026,1.9419144342817987,-4.260174095156936,-2.327549784892,-0.2644025223548656,53.164362519201234
-1.7393289232138454,3.5350996095281353,-2.9532041783900964,-1.575542195613231,1.6945734253457498,53.164362519201234
-2.252688088782878,2.287343396556305,-3.8708911786957945,-2.327549784892,-2.136496656146347,53.164362519201234
-2.087683173975906,1.9617952677901105,-3.639095210611779,-2.6545156989049437,3.9646730349624395,53.164362519201234
-4.2019193302083515,4.3520594529713605,-4.918012851288152,-3.1047518009400665,-3.3157432051636726,53.164362519201234
-4.839637617238374,-2.8292251276334923,-2.9822323770625148,-4.7815226458215845,-2.3293853694298106,53.14484126984127
-4.912347984009671,-2.472863092020595,-3.2921917678054493,-4.8952142543009725,-1.886090283394859,53.14484126984127
-4.912347984009671,-1.600685405591106,-3.2921917678054493,-4.8952142543009725,-1.886090283394859,53.14484126984127
-2.717943427297315,-1.4672349590272415,-2.152422628208325,-4.7815226458215845,-2.716226156426477,53.14484126984127
-1.6481797150795598,-4.253162400609484,0.13838515777638705,-4.753598088924138,-0.2182414459957407,53.14731020613374
1.7963441988044533,3.27899622368723,-1.2222623949847655,-3.311764569688458,3.123853595986354,53.12406576980568
-2.3161356860603655,0.9015056200333849,-4.260174095156936,-4.753598088924138,-3.9955264551875436,53.07539682539682
-2.3161356860603655,0.9015056200333849,-4.260174095156936,-4.7815226458215845,-2.716226156426477,53.07539682539682
-2.3161356860603655,0.9015056200333849,-4.260174095156936,-4.7815226458215845,-2.716226156426477,53.07539682539682
0.26622487063202804,1.1690733082024032,-0.48876427279423496,-2.1954352413280698,3.005015977687794,53.07246376811595
-2.3161356860603655,0.9015056200333849,-4.260174095156936,-4.753598088924138,-3.9955264551875436,53.07539682539682
-0.7446739920799894,1.1690733082024032,-1.54404541615245,-4.164675949630302,4.441141971660251,53.07246376811595
-0.7446739920799894,1.1690733082024032,-1.54404541615245,-4.164675949630302,4.441141971660251,53.07246376811595
3.6852706734168255,-2.472863092020595,-1.4933199264744523,-4.670987009296108,-0.33421753345046845,53.080808080808076
3.11219266299517,3.984531935616097,-4.292440759363102,-4.164675949630302,4.441141971660251,53.0594315245478
3.11219266299517,3.984531935616097,-4.292440759363102,-4.164675949630302,4.441141971660251,53.0594315245478
-4.995824946014931,-2.8292251276334923,-2.152422628208325,-3.3827522333700744,-0.33421753345046845,53.05555555555556
-4.821617140530806,-3.2754805938786022,-2.3119654214707372,-4.164675949630302,-3.221418060202602,53.05555555555556
-3.6502309374681383,4.462870461773742,0.6115396815496323,-2.8446935051002384,-2.447053077514391,53.06547619047619
-4.821617140530806,-0.9847050383103761,-1.2222623949847655,-2.0042558717984917,-3.221418060202602,53.010912698412696
-4.821617140530806,-0.9847050383103761,-1.2222623949847655,-2.0042558717984917,-3.221418060202602,53.010912698412696
-2.91199640455168,1.4654048695192756,1.1916093208287935,-4.542497397318939,2.909912529145756,52.99950174389636
-2.3602097628148933,4.462870461773742,-1.2222623949847655,-4.7815226458215845,3.575173153219664,52.976190476190474
-0.873617590925539,2.9226986048463024,-0.48876427279423496,-2.1954352413280698,3.005015977687794,52.976190476190474
-0.873617590925539,1.5141725955688052,0.6115396815496323,-2.0586076023935918,-2.447053077514391,52.986111111111114
-2.3602097628148933,4.462870461773742,-1.2222623949847655,-4.7815226458215845,3.575173153219664,52.976190476190474
-4.040849782791851,-2.8292251276334923,-2.152422628208325,-4.753598088924138,-0.2182414459957407,52.976190476190474
-2.3602097628148933,4.462870461773742,-1.2222623949847655,-4.7815226458215845,-0.2644025223548656,52.976190476190474
-3.1012736713865943,4.278532903807719,-1.54404541615245,-4.7815226458215845,-3.326250987008782,52.976190476190474
-1.8773596829942574,-2.4216537788766046,-0.48876427279423496,-4.670987009296108,-0.2182414459957407,52.96130952380952
-4.040849782791851,-0.08932999903524141,-0.48876427279423496,-2.0042558717984917,-1.8987748192742124,52.935103244837755
4.455435238558506,3.943942006062663,-0.48876427279423496,-2.066842874853413,-1.1809115283872251,52.940568475452196
-3.9811866239752547,4.462870461773742,-1.2222623949847655,-4.7815226458215845,3.575173153219664,52.93154761904763
-3.9811866239752547,4.462870461773742,-1.2222623949847655,-4.7815226458215845,0.584657853079583,52.93154761904763
-3.1012736713865943,-2.8292251276334923,-2.152422628208325,-3.197900718080314,-2.716226156426477,52.916666666666664
-2.087683173975906,-2.8292251276334923,-2.152422628208325,-3.522877679818961,-2.716226156426477,52.916666666666664
-2.717943427297315,-2.4216537788766046,-2.152422628208325,-4.419278482934482,-2.716226156426477,52.916666666666664
-3.1012736713865943,-2.795631692050762,-2.378985971100185,-3.197900718080314,-0.2182414459957407,52.916666666666664
-1.9489399840601562,-2.8292251276334923,-2.152422628208325,-4.7815226458215845,-2.716226156426477,52.916666666666664
-2.7216755497009237,-3.490513844191164,-3.8954751755983805,-4.7815226458215845,2.62339214793172,52.916666666666664
-4.112787828878041,-4.253162400609484,-2.152422628208325,-4.7815226458215845,3.9426018708646247,52.916666666666664
-2.087683173975906,-1.8439102686496445,-2.6526921091248203,-4.8952142543009725,2.909912529145756,52.916666666666664
-2.116175557367286,-1.8439102686496445,-2.152422628208325,-3.197900718080314,-0.33421753345046845,52.916666666666664
-2.087683173975906,-1.946515351267688,-2.6526921091248203,-3.522877679818961,0.40395264361976757,52.916666666666664
-3.1012736713865943,-0.06172476480858702,-2.6526921091248203,-3.7640834111217747,-0.33421753345046845,52.90821256038647
-4.767154326910454,-4.122975509284238,-2.147337559560728,-4.670987009296108,4.369667890975364,52.916666666666664
-2.717943427297315,-2.8292251276334923,-2.152422628208325,-2.8048058278591723,-0.2644025223548656,52.916666666666664
-2.087683173975906,-1.946515351267688,-2.6526921091248203,-3.522877679818961,0.40395264361976757,52.916666666666664
-4.040849782791851,-4.253162400609484,-3.5110509291441194,-4.4759544592469105,-0.39913186961082303,52.916666666666664
-1.6481797150795598,-2.472863092020595,-2.6526921091248203,-3.311764569688458,-0.2182414459957407,52.916666666666664
-2.087683173975906,-2.472863092020595,-2.152422628208325,-4.7815226458215845,0.402939078365244,52.916666666666664
-4.767154326910454,-3.490513844191164,-3.8954751755983805,-4.7815226458215845,2.62339214793172,52.916666666666664
-1.7393289232138454,3.5350996095281353,0.13838515777638705,-1.575542195613231,1.6945734253457498,52.91851851851852
-1.7393289232138454,-2.4216537788766046,-2.152422628208325,-4.69676598390095,3.5795178108014998,52.916666666666664
-2.116175557367286,-1.8439102686496445,-2.152422628208325,-3.197900718080314,-0.33421753345046845,52.916666666666664
-4.112787828878041,-4.243223517631155,-3.8118666162191808,-4.7815226458215845,4.768935154107165,52.916666666666664
-4.112787828878041,-0.7484360492828355,-2.152422628208325,-4.7815226458215845,3.9426018708646247,52.86473429951691
-3.3148358246214804,-0.6354197661512293,-1.54404541615245,-4.670987009296108,-0.2182414459957407,52.86473429951691
0.9585645242420737,0.9015056200333849,0.13838515777638705,-3.778898016807789,-2.716226156426477,52.86599904625656
0.9585645242420737,0.9015056200333849,0.13838515777638705,-3.778898016807789,-2.716226156426477,52.86599904625656
-0.873617590925539,-0.6354197661512293,-0.48876427279423496,-2.1954352413280698,-3.8184249089225286,52.84271284271285
3.695015280113868,-0.6354197661512293,-1.2222623949847655,-4.7815226458215845,4.750945286878478,52.80257936507936
1.7355471165364191,0.9341750096106907,-2.152422628208325,-2.327549784892,-2.136496656146347,52.80081925243215
1.5948035549920512,-0.3831961805750197,-0.48876427279423496,-2.5259614343072876,4.0025124242856105,52.80257936507936
-4.912347984009671,-1.600685405591106,-1.9096541920700538,-3.311764569688458,-2.716226156426477,52.79761904761905
3.0245199870009802,-0.48917276881001825,-2.152422628208325,-3.5097959709911155,-0.852267808891475,52.76758409785932
-4.995824946014931,-0.48917276881001825,-3.639095210611779,-3.700719830781437,-4.065015596817578,52.75535625311411
-4.821617140530806,-0.9847050383103761,0.6115396815496323,-2.0042558717984917,-3.221418060202602,52.74987316083206
-3.9811866239752547,-0.3555106896128848,-2.9996635752249468,-3.2767484703466367,0.402939078365244,52.75535625311411
-3.9811866239752547,-0.3555106896128848,-2.9996635752249468,-3.2767484703466367,0.402939078365244,52.75535625311411
-4.040849782791851,-2.4216537788766046,0.6115396815496323,-2.0042558717984917,2.62339214793172,52.719431760527655
1.8620162335541917,0.2002938760084234,0.766564895992742,-4.7815226458215845,-2.716226156426477,52.68181818181819
-2.7216755497009237,1.1690733082024032,-2.147337559560728,-3.778898016807789,2.9758330074844164,52.690821256038646
-2.717943427297315,1.4654048695192756,-2.152422628208325,-4.753598088924138,-3.9715358757532346,52.690821256038646
2.8200670577752343,-0.7484360492828355,-3.471116370610885,-4.753598088924138,-0.2182414459957407,52.67267267267267
-2.9325555191812134,1.9435982026804464,-0.48876427279423496,-4.7815226458215845,1.6945734253457498,52.66478342749529
-4.995824946014931,3.5350996095281353,-3.639095210611779,-2.327549784892,4.750945286878478,52.65745007680491
-2.3602097628148933,1.1690733082024032,-2.9532041783900964,-4.7815226458215845,1.5487032039443038,52.647342995169076
-2.7216755497009237,1.1690733082024032,-2.9532041783900964,-4.7815226458215845,2.62339214793172,52.647342995169076
-3.1012736713865943,-1.5858077045226757,-2.152422628208325,-2.066842874853413,-2.716226156426477,52.627627627627625
-4.995824946014931,-2.8292251276334923,-3.639095210611779,-3.5097959709911155,-0.33421753345046845,52.627627627627625
-2.252688088782878,1.266941209264651,-3.5110509291441194,-2.066842874853413,-2.716226156426477,52.57440476190476
-2.717943427297315,1.4654048695192756,-4.03253808892592,-3.1440764690249345,-3.9715358757532346,52.57440476190476
-2.717943427297315,-4.753608943267446,1.0745731479386063,-3.1047518009400665,-0.2644025223548656,52.58397932816538
-2.7216755497009237,1.4654048695192756,-4.030213809736098,-3.1047518009400665,-2.716226156426477,52.57440476190476
-2.087683173975906,-3.973974631154941,-2.152422628208325,-3.522877679818961,-2.716226156426477,52.55952380952381
-2.087683173975906,-2.8292251276334923,-1.9096541920700538,-3.3827522333700744,-2.716226156426477,52.55952380952381
-2.7216755497009237,-4.243223517631155,-2.147337559560728,-3.778898016807789,2.9758330074844164,52.55952380952381
-0.873617590925539,-1.946515351267688,-1.2222623949847655,-2.066842874853413,0.889566744924073,52.55952380952381
-3.1012736713865943,-3.911642129945484,-2.6526921091248203,-3.197900718080314,2.62339214793172,52.55952380952381
-2.1003256860296506,-4.122975509284238,-2.147337559560728,-4.670987009296108,0.402939078365244,52.55952380952381
-2.087683173975906,-4.753608943267446,-2.378985971100185,-3.700719830781437,-3.9715358757532346,52.55952380952381
-2.717943427297315,-4.131720631547172,-2.152422628208325,-4.896561608635707,-1.5592633013436599,52.55952380952381
-0.873617590925539,-3.490513844191164,-2.016727169365037,-3.197900718080314,-1.5592633013436599,52.55952380952381
-0.873617590925539,-4.253162400609484,-2.152422628208325,-4.753598088924138,1.451410563867988,52.55952380952381
-0.873617590925539,-4.253162400609484,-2.152422628208325,-4.753598088924138,1.451410563867988,52.55952380952381
-0.873617590925539,-3.490513844191164,-2.3288831313553935,-3.197900718080314,-1.5592633013436599,52.55952380952381
-4.912347984009671,1.5141725955688052,1.2267776212353017,-3.1047518009400665,-0.05175313168574469,52.537467700258404
-4.839637617238374,-1.5858077045226757,0.6115396815496323,-2.066842874853413,-2.716226156426477,52.54480286738351
2.1207473149511147,-1.8439102686496445,-2.3119654214707372,-4.419278482934482,-0.33421753345046845,52.53687315634218
-4.912347984009671,1.5141725955688052,1.2267776212353017,-3.1047518009400665,-0.05175313168574469,52.537467700258404
1.4201694533907627,-1.8439102686496445,-2.3119654214707372,-4.164675949630302,-0.05175313168574469,52.53687315634218
